train,train,train,train,valid,valid,valid,valid
MSE,MAE,IC,ICIR,MSE,MAE,IC,ICIR
0.15838178813251994,0.3170676711667467,0.04949991332755024,0.2267687973301145,0.15829968480465068,0.31661997352858945,0.04981739363906972,0.19787496223436665
0.1582283319291649,0.3167977543957494,0.05042088822769217,0.23167845536829126,0.1582175623481253,0.3164816389521741,0.05031063469719169,0.20112938575342815
0.15806057228379844,0.31648830972553604,0.051427605118000215,0.2370668401673516,0.15818964538596808,0.3163313628776105,0.050480665961616045,0.20349762499792556
0.15791485945151446,0.3162289889221867,0.052301667670650295,0.24235198292888646,0.15807189085133358,0.31603958371292856,0.05118718201393069,0.20824753582284328
0.1577049848603531,0.31589419512584993,0.05356104747818392,0.2496558389405647,0.15786669656546262,0.31571140044819546,0.05242108438492791,0.21520912852949628
0.1572217164527946,0.31518585115909276,0.05646149832867953,0.2670376243946152,0.15757533003707327,0.31530244738804003,0.054168084527600115,0.2271922172439318
0.1568331504584246,0.3146525330046734,0.05879366133403122,0.28200435207210456,0.15733585835043448,0.31511927309520954,0.05559841888563283,0.23764446781997617
0.15646293231416025,0.314238909866366,0.061015612430999795,0.297397346842581,0.15703016041667525,0.31480164832405727,0.05743318096507251,0.24952189706635297
0.1561864449453694,0.3139077254429648,0.06267494384258401,0.3096892462985627,0.15695792248484325,0.3147790575115826,0.057873749093099204,0.25393583148452986
0.15588285729117507,0.3135448732306657,0.06449664599702369,0.32179863575246803,0.15676692820139843,0.31456790518285377,0.05902264077735918,0.26069919459308677
0.15555781666644095,0.31326098930402846,0.06644732526605115,0.33438564812390914,0.15667678512802938,0.31462290813396254,0.05956215536775105,0.2631098813723381
0.15528958232025786,0.3130874455610543,0.06805691913344569,0.3471487854690469,0.1565863685753808,0.3146789834405428,0.06010550888423959,0.2655308074860762
0.1550158140341687,0.3128641798611602,0.06969972075516771,0.3572512293372516,0.15651140592431545,0.3147928420159762,0.06055317624563799,0.2669384645602851
0.15480389711453116,0.31281344348007784,0.07097131208181465,0.36860861058438565,0.15635455419579034,0.31480906799431946,0.06149898202844844,0.272005412248606
0.15461187164086534,0.31290744994116276,0.07212382219317912,0.38239406645478147,0.15637714779402503,0.3151564106719312,0.061367592375368166,0.2732176848582282
0.15460542338318098,0.31314444690136184,0.07216268882650577,0.38791748684611116,0.15637657815723582,0.3153027502021752,0.061373127174431226,0.27513807012203
0.15443050610555817,0.31313073145007164,0.07321269074287465,0.395781924887843,0.1563084685382388,0.31534745039886564,0.06178709013448261,0.2778606083660489
0.15449094407716785,0.3134460247267023,0.07285001794839692,0.39870961324951,0.15656765731256134,0.3159412692006701,0.06022206471086161,0.27226623803422256
0.15441169727523757,0.313348719777011,0.07332568347058975,0.40330201703988433,0.1565258593431769,0.3158477553145254,0.06047289260412007,0.2749392554813662
0.15421129292167032,0.3129840989754242,0.0745283967627859,0.40684244873224956,0.15625734705483077,0.31538869149464316,0.06208535739033936,0.2820969754022278
0.1540903599081957,0.31292991526130637,0.07525415186672377,0.4123045368530748,0.15628891978764148,0.31561108682146355,0.06189680615130638,0.2818721589323454
0.15395946342688935,0.3127582786137285,0.07603971691734918,0.41618353105984174,0.15623541870606772,0.31549006565581905,0.06221863146912252,0.2832907764343857
0.15394239042463775,0.31265739738102155,0.07614225453637911,0.4158254995137113,0.15614022205730158,0.31531874197449833,0.0627982718617431,0.2868257802347081
0.1538146822509119,0.31255323224041737,0.07690869262208086,0.4198956055508143,0.15607085791544525,0.31520908244122586,0.0632141924638988,0.2885173140644574
0.15377730834203565,0.3126087578068121,0.07713301313732349,0.4229703976090851,0.15615075666244554,0.31533703115781875,0.06273515426551199,0.2869492318254788
0.15360515941883596,0.3123240689631507,0.07816617912124964,0.42659336987579166,0.15600433039952202,0.3151671154780023,0.063617746980453,0.2916735002616113
0.1536014614108813,0.3123608699110782,0.07818844492420474,0.42857076993467774,0.15603323363442612,0.3152250025743751,0.06344460223151864,0.29153150112389475
0.15350188585789276,0.31228270020180615,0.07878610911705736,0.4332744883900579,0.15604613251145114,0.3152353602833465,0.06336394633705879,0.291759572146712
0.15339440036548113,0.3121662335322161,0.07943115444886625,0.4367805105824825,0.15597306731955843,0.3151831685065803,0.06380742895049328,0.2945147971633305
0.15337676421951804,0.3122593878686458,0.07953720178869647,0.4405692200267474,0.15606956685487364,0.3153206084288058,0.06322387045281122,0.292061490008892
0.15342477251854922,0.31237345671807815,0.07924898655432855,0.44042892309428816,0.15606655230355537,0.31531290942540013,0.0632419899424172,0.2926264609938489
0.15325602611386524,0.31222195527031044,0.08026179169103684,0.446111962369891,0.1559971758694673,0.3152789197169839,0.06365828897411062,0.29482278990922267
