,model,repeat,ic,icir,ric,ricir,p_5,p_10,p_30,p_50,r_5,r_10,r_30,r_50
0,mpf,0,0.06587330795460462,0.3796385008575569,0.061867912568889454,0.36064949807241486,0.5509216589861751,0.5470046082949308,0.5322196620583717,0.521705069124424,0.05659498928027691,0.11230488768570258,0.3276770628515339,0.5351238757022849
