,model,repeat,ic,icir,ric,ricir,p_5,p_10,p_30,p_50
0,mpf,0,0.07216989627961046,0.7042337000734896,0.06620455437031965,0.6762556194443395,0.5370967741935484,0.533410138248848,0.535752688172043,0.5330184331797234
