train,train,train,train,valid,valid,valid,valid
MSE,MAE,IC,ICIR,MSE,MAE,IC,ICIR
0.14201181187703166,0.299491350976578,0.14790213236282534,1.5171381399641855,0.1480111305470786,0.3066842313398579,0.11180496331012198,1.0587900286504883
0.14170103490288025,0.29916018034557385,0.14976687779525757,1.4911255967431518,0.14748156615888824,0.3061456117362933,0.11498134584100618,1.0680758968453388
0.14168243704872538,0.2992053471345118,0.14987841679820652,1.5116097190358533,0.14757895329043125,0.306316972084141,0.1143947755821345,1.0678429088179902
0.1415645933470089,0.29905617810570634,0.15058550238660084,1.531137697392544,0.14757265571432007,0.3063383854700615,0.1144357716796881,1.0742171900928834
0.14147542498338447,0.29891098110313985,0.15112050762322013,1.5298693216301587,0.14745208223798817,0.3061703539868568,0.11515916079078685,1.0779105325865839
0.1413542558668963,0.2988161208473197,0.15184752227809042,1.532161390712806,0.1473959726738389,0.30613682065138054,0.11549336278013303,1.079423101402114
0.14130660262181466,0.2987514730797272,0.1521334735075261,1.5472418639650645,0.1475601812410976,0.3063442817887563,0.11451000410011863,1.0803169397690238
0.14117383275269033,0.29856563850512324,0.15293011010523802,1.5482208516820253,0.14742396967451452,0.3061881641022566,0.11532766112422013,1.0867547994663662
0.14107889289225922,0.2985374213756864,0.15349973665702177,1.5504060537243498,0.14731922966767952,0.3061222504919287,0.11595448356150306,1.0831303519073119
0.14099220195309742,0.2983803183939622,0.15401988576619127,1.5445957711762657,0.14726288581545102,0.3060047633692816,0.11629070366372735,1.0841440870386758
0.14091731780791544,0.29828147716632564,0.15446922296381174,1.5609681731015004,0.14728359652328804,0.30604589822773415,0.1161682664518719,1.089750545308181
0.1408161614203252,0.2981654660055189,0.15507615658634277,1.5795197405943924,0.1472409156122892,0.30601762604505056,0.11642421513866269,1.0890331115927256
0.14071834914365283,0.2980804775835763,0.15566304956351468,1.5939024537896418,0.14724621568407964,0.3060576460647328,0.11639486002279946,1.0907083804376314
0.14061883026400526,0.2978871360826218,0.15626019132109611,1.5998120877566162,0.14732472197901145,0.30609734895759855,0.1159222015430138,1.0964408875518747
0.14060338324973629,0.2979234217183469,0.15635287471552228,1.6189726939375702,0.14754331844384128,0.3063879758580217,0.11460882567486219,1.0911978770177542
0.14043894506123494,0.29768923798311214,0.15733955187248352,1.6197658391063299,0.14746294710283242,0.30629796281393157,0.11509320027626799,1.0915550784650487
0.1403288330001503,0.29758850698291733,0.15800023570367475,1.6238258475155802,0.14739860298111582,0.306210250328737,0.11547726522864861,1.096337035749722
0.14023011759378004,0.29745132884721226,0.1585925480306388,1.6294236285543005,0.14742083261512573,0.3062109395576288,0.11534357540684859,1.0901057199471393
