,model,repeat,ic,icir,ric,ricir,p_5,p_10,p_30,p_50
0,single30,0,0.06319055867552964,0.5946964802991863,0.058065311509400315,0.5730871749285766,0.530184331797235,0.5263824884792626,0.5327188940092166,0.5355760368663595
