,model,repeat,ic,icir,ric,ricir,p_5,p_10,p_30,p_50,r_5,r_10,r_30,r_50
0,single4060,0,0.05784721074304165,0.34254434011048235,0.05519962291260955,0.3303851420257752,0.5336405529953917,0.5351382488479263,0.529147465437788,0.5197235023041474,0.0548295446073926,0.10987206371661061,0.32573852981206153,0.5331103794579256
