,model,repeat,ic,icir,ric,ricir,p_5,p_10,p_30,p_50,r_5,r_10,r_30,r_50
0,single60,0,0.06059050719233611,0.3585944315162788,0.0577209293909728,0.3472633375573361,0.5486175115207373,0.5457373271889402,0.5302611367127495,0.5202073732718895,0.05637342541763338,0.11206736922321528,0.32639042366527465,0.5336469183348345
