,model,repeat,ic,icir,ric,ricir,p_5,p_10,p_30,p_50,r_5,r_10,r_30,r_50
0,single3060,0,0.0573788229853787,0.33127520551368234,0.05395991980774132,0.31318331238794284,0.5488479262672811,0.5364055299539171,0.527995391705069,0.5179493087557604,0.056388662422371845,0.11015518408258475,0.3250492386700827,0.5312931350233008
