,model,repeat,ic,icir,ric,ricir,p_5,p_10,p_30,p_50,r_5,r_10,r_30,r_50
0,single30,0,0.05483830380717048,0.32554789218507973,0.05275763998362842,0.31382522410105773,0.5460829493087558,0.5387096774193548,0.529032258064516,0.5199078341013825,0.05609217753710655,0.11063589289877784,0.325663675274347,0.5333176276921198
