,model,repeat,ic,icir,ric,ricir,p_5,p_10,p_30,p_50
0,single60,0,0.06901170613924079,0.6744384424728341,0.06331152846153286,0.6503446185375601,0.52926267281106,0.5308755760368663,0.5324116743471582,0.5326958525345622
