,model,repeat,ic,icir,ric,ricir,p_5,p_10,p_30,p_50
0,single4060,0,0.06797636446886786,0.680017002100525,0.061700911407262055,0.6482693215547349,0.5343317972350231,0.5328341013824884,0.5326036866359446,0.5296774193548388
