,model,repeat,ic,icir,ric,ricir,p_5,p_10,p_30,p_50
0,single3060,0,0.06732992042006881,0.6698120986924655,0.06126540260766961,0.6335332666998904,0.532258064516129,0.5379032258064516,0.5304531490015361,0.5314746543778802
