,model,repeat,ic,icir,ric,ricir,p_5,p_10,p_30,p_50
0,single120,0,0.07042675442690123,0.6856364532779701,0.06416177589928382,0.6544879443998073,0.5251152073732719,0.526152073732719,0.5268433179723503,0.5262442396313364
