train,train,train,train,valid,valid,valid,valid
MSE,MAE,IC,ICIR,MSE,MAE,IC,ICIR
0.14461052284494724,0.30272251128554833,0.13214448827516137,0.7903624201706576,0.15232647580701916,0.3120254898153883,0.0856673344953421,0.42571302182062115
0.14445899943630122,0.3026100006557403,0.13305381063220675,0.7992162373136502,0.15240309601318072,0.31211952109554614,0.08520221887842591,0.4219077808754991
0.14434896071582656,0.30255130736656066,0.13371415003571926,0.8015186504013895,0.15251927309558325,0.31229741780498527,0.08450067120642021,0.41597680350732114
0.1442035551041525,0.30234152469263714,0.13458673355507966,0.8071378320752685,0.15245457228266582,0.3121262774441731,0.08488681128435205,0.4195185286351222
0.14412354692434368,0.3022798466713485,0.13506683040248596,0.8089087677036957,0.15239942973026166,0.31215988029708996,0.08521935085505591,0.4214267930391338
0.1440290475942066,0.3022346933264241,0.13563404106406743,0.8141370820427216,0.15244820522287783,0.3122431932240358,0.08492931293948758,0.4201891194977586
0.14389186394575262,0.3020672600269772,0.136457381384523,0.8172526297344659,0.15247996979899348,0.3123062210624364,0.08473874429184369,0.4195811420628764
0.1437083961250098,0.3018277074043804,0.13755840653854062,0.8239699081173483,0.15239750480899647,0.31219463399495245,0.08523851337069455,0.4226873322220954
0.14360531408754174,0.3017897456464578,0.1381770265189475,0.8275415725204842,0.15239325472596704,0.31224877116473077,0.08526400862738329,0.42353031467136465
0.1434142415054328,0.3015109477971024,0.13932366456507167,0.8363026403623411,0.15243763262389642,0.31222347920109356,0.08500137820407963,0.423521002073772
0.14325782972854664,0.30131971053659445,0.1402623194534935,0.8419015354766455,0.15242443376577597,0.31220233831622685,0.08508217173778991,0.42514789286425436
0.14312518965965398,0.30124234969304886,0.14105819419444937,0.8485870354988491,0.1523856269135557,0.3121587719496445,0.08531278015963659,0.42713345005288356
0.14300664157399579,0.3010709805653929,0.14176966674484223,0.8525826854274257,0.1524580901772088,0.31221780503113855,0.08486998284685779,0.42489879917987494
0.14285494174096316,0.30087703344872696,0.1426800547162314,0.861644205332419,0.1525731470539408,0.3123521671845519,0.0841819064947164,0.4239457186319241
0.14271171237291894,0.30073066637770723,0.14353963580181442,0.8682419245432889,0.15266038957147215,0.312404659038134,0.0836587320987741,0.42149000610146453
0.1426045215324001,0.30064928658869233,0.1441829432573062,0.8726257722528439,0.15256405129516973,0.3123330953619623,0.08424104560515701,0.425170869550074
0.14244909419847124,0.30038492129062383,0.14511564505940347,0.8794906438595017,0.15264871796096866,0.3124255003870599,0.08373415521925659,0.4239128040517046
0.14232656452184236,0.30016299308774524,0.14585104409941144,0.8865479579883483,0.15271477417890883,0.312390563933652,0.08333200553337428,0.42539991623883755
0.14215132135012745,0.29997087385626864,0.1469027597414759,0.8931014830519476,0.15269967040261048,0.31241569227960464,0.0834289139731573,0.4252193992003576
0.14196174527724265,0.29972361087805205,0.14804047409238913,0.8978246301688553,0.15253367128740802,0.31230467725999317,0.08441931833908085,0.4294613036145381
0.14185378074244526,0.2996360577164674,0.14868835281330564,0.9042396136375157,0.15266099294681468,0.31247235834040965,0.08365657085568291,0.42794306688988387
