train,train,train,train,valid,valid,valid,valid
MSE,MAE,IC,ICIR,MSE,MAE,IC,ICIR
0.1572491934957844,0.31527790791503174,0.05629576055295005,0.2794437873869468,0.1585021893749841,0.31644172245626273,0.04861715280340249,0.208697693658314
0.15610470926346276,0.3140600082198302,0.06316399184143602,0.32600847158330115,0.1572799298949449,0.3153410484422352,0.05596117970776199,0.2520679204923027
0.15490133288337235,0.31308439352149947,0.07038598536214608,0.38215559178192476,0.15606389871118093,0.3138962029855012,0.06325834628693276,0.2898553659188092
0.15436204506497544,0.3125486582903918,0.07362258101763892,0.40551881089788944,0.15554708127418151,0.31345769911490945,0.06635543187259396,0.30288507627387146
0.1539080627697074,0.3121311517108348,0.07634702081344374,0.4287753146783028,0.1554060355200882,0.31358758459384667,0.06721034319927367,0.31008832155228755
0.1532125306742516,0.3117275280520003,0.08052143236827207,0.46777479086347595,0.15563767921718616,0.314319233570031,0.06582027286450177,0.31375572343457087
0.15277750429551193,0.3114162581289332,0.08313202363321893,0.48466260737867445,0.15579694585222026,0.31473316438516014,0.0648634719427584,0.31403720077113273
0.1519863962067238,0.3105734525405407,0.087880240286379,0.5085565893360346,0.15515762489757856,0.31428945770325206,0.06869676459543847,0.3273176987206297
0.15152022311675048,0.3101348324867084,0.09067791285109701,0.5264552131317446,0.1554515306957879,0.3146481953051436,0.06692879034288003,0.32088031451850896
0.1509758211799533,0.30956889467116955,0.0939450477969737,0.5447744418726548,0.15512018447065654,0.31416265206756616,0.06891171288021697,0.32928392814421753
0.15040951960612362,0.3088793380603022,0.09734346565739643,0.5632194074672174,0.15467600903549555,0.31378060782994116,0.0715668010002523,0.33809785835233486
0.14978070964027193,0.30802797663746156,0.10111713124876606,0.5882469371817884,0.15457120784382392,0.3134044894163779,0.07218521866413324,0.341836591321838
0.14922048999919588,0.30727497463637454,0.10447916581115098,0.6091286344648073,0.1545177112513836,0.31327232757236695,0.07250580210233873,0.3450557049879568
0.14871141470912413,0.30664636319028615,0.10753439934662398,0.6372067606889279,0.15435142154748682,0.3131957769827833,0.07350257385484346,0.35691869765529455
